Seq,Inbred Line,Accession,Breeding program,Pop structure,Year Rel,P1A,P2A,eraA,GroupA,TypeA,SourceA,,,,,Ped_line
1788,DE811,PI550558,Other,unclassified,0,B68,DE811_2,0,0,INBRED,0,,,,,
1760,B68Ht,,,,,B68,0,,,INBRED,Ht version of inbred B68,,,,,
1227,B64,PI550440,Iowa,unclassified,1965,B64_2,B14,2,4,INBRED,0,,,,,
1234,B68,PI550465,Iowa,stiff stalk,1968,B64_2,B14,2,1,INBRED,0,,,,,
,B64,,,,,B64_2,B14,2,4,INBRED,,,,,,
,B68,,,,,B64_2,B14,2,1,INBRED,,,,,,
1226,B64_2,,,unclassified,0,B64_1,B14,0,0,BC1,0,,,,,
,B64_2,,,,,B64_1,B14,,,BC1,,,,,,
3364,PHG86,PI601442,ExPVP,stiff stalk,1,B64,B73,3,4,PIONEER PVP LINE,http://www.ars-grin.gov/cgi-bin/npgs/html/showpvp.pl?pvpno=8700170,,,,,
,PHG86,,,,,B64,B73,3,4,PIONEER PVP LINE,http://www.ars-grin.gov/cgi-bin/npgs/html/showpvp.pl?pvpno=8700170,,,,,
1224,B59,PI550462,Iowa,stiff stalk,1966,B59_1,B14,2,4,BC1,0,,,,,
,B59,,,,,B59_1,B14,2,4,BC1,,,,,,
1216,B50,,,,,B50_1,Oh40C,,,INBRED,"[(M14 í„ A206) Oh04C] (= HD2271, renamed B50)",,,,,
1233,B67,PI550455,Iowa,stiff stalk,1968,B50  ,BSSS,0,0,INBRED,0,,,,,
4018,W570,PI520771,Wisconsin,unclassified,1986,B46, A635,0,0,INBRED,0,,,,,
4019,W572,PI520772,Wisconsin,unclassified,1986,B46, A635,0,0,INBRED,0,,,,,
2716,Mo402,Ames28361,Missouri,unclassified,0,B41,0,0,0,INBRED,B41 wx conversion,,,,,
1758,CD_1,,,,,B37E,B73,,,Breeding cross,,,,,,
461,B37HT,,,unclassified,0,B37,Unknown HT source,0,0,LIEKLY MORE THAN 5 BC TO B37,0,,,,,
381,PHB47_1,,,,,B37,SD105,,,Breeding Cross,,,,,,
3550,R802A,NSL117226,Illinois,unclassified,0,B37,R802A_2,0,0,INBRED,[(B37 X Illinois High Oil) B37 (2)],,,,,
3549,R802A_2,,,,,B37,R802A_1,,,BC1,,,,,,
368,A33GB4,,,unclassified,0,B37,Propriety Inbred   ,0,0,INBRED,0,,,,,
369,PHCB4,,,unclassified,0,B37,Propriety Inbred   ,0,0,Pioneer inbred,0,,,,,
383,PHB47,PI 601009,,unclassified,1983,B37,PHB47_2,0,0,INBRED,http://apps.ams.usda.gov/CMS//AdobeImages/008300141.pdf,,,,,
382,PHB47_2,,,,,B37,PHB47_1,,,BC1,,,,,,
2584,LH193,PI539927,ExPVP,stiff stalk,1,B37,LHE137,3,1,Holdens PVP Line,http://www.ars-grin.gov/cgi-bin/npgs/html/showpvp.pl?pvpno=9000141,,,,,
,LH193,,,,,B37,LHE137,3,1,Holdens PVP Line,http://www.ars-grin.gov/cgi-bin/npgs/html/showpvp.pl?pvpno=9000141,,,,,
3548,R802A_1,,,,,B37,IllinoisHighOil,,,Breeding Cross,,,,,,
,B37HT,,,,,B37,HT SOURCE,,,LIEKLY MORE THAN 5 BC TO B37,,,,,,
268,LH1,PI644101,ExPVP,stiff stalk,1,B37,HD644,3,8,Holdens PVP Line,http://www.ars-grin.gov/cgi-bin/npgs/html/showpvp.pl?pvpno=7600047,,,,,
2562,LH1,PI644101,ExPVP,stiff stalk,1,B37,HD644,3,8,Holdens PVP Line,http://www.ars-grin.gov/cgi-bin/npgs/html/showpvp.pl?pvpno=7600047,,,,,
,LH1,,,,,B37,HD644,3,8,Holdens PVP Line,http://www.ars-grin.gov/cgi-bin/npgs/html/showpvp.pl?pvpno=7600047,,,,,
2225,H84,PI587128,Indiana,stiff stalk,1,B37,GE440,3,7,INBRED,0,,,,,
166,H93_1,,,unclassified,1,B37,GE440,0,0,F1 PARENTAL CROSS,0,,,,,
,H84,,,,,B37,GE440,3,7,INBRED,,,,,,
,H93_1,,,,,B37,GE440,,,PARENTAL CROSS,,,,,,
,H93_1,,,,,B37,GE440,,,F1 PARENTAL CROSS,,,,,,
2255,FR805,,,,,B37,33_16,,,INBRED,Illnois Foundation Seeds Inbred,,,,,
1202,B37T,Ames19282,Iowa,stiff stalk,0,B37,0,0,0,INBRED,T cytoplasm version of B37,,,,,
1203,B37TRf,Ames19283,Iowa,stiff stalk,0,B37,0,0,0,INBRED,B37 with T cytoplasm restorer genes,,,,,
2715,Mo401,Ames28360,Missouri,stiff stalk,0,B37,0,0,0,INBRED,B37 wx conversion,,,,,
,A33GB4,,,,,B37,0,,,INBRED,,,,,,
1405,CI88A,CIze88,Other,unclassified,0,B35-10,R35,0,0,INBRED,Unknown pedigree,,,,,
1232,B66,PI550464,Iowa,non-stiff stalk,0,B33, Oh43,0,0,INBRED,0,,,,,
1348,CI28A,CIze28,Other,unclassified,1,B2,B2BR,1,1,INBRED Recovered B2,0,,,,,
,CI28A,,,,,B2,B2BR,1,1,INBRED Recovered B2,,,,,,
835,A556,Ames23450,Minnesota,unclassified,1,B164-886,A237,1,1,INBRED,0,,,,,
,A556,,,,,B164-886,A237,1,1,INBRED,,,,,,
752,A265_1,,,,,B164,H76,,,F1 breeding cross,,,,,,
839,A396_1,,Minnesota,,,B164,C37,,,,,,,,,
841,A396,,Minnesota,,,B164,A396_2,,,,,,,,,
840,A396_2,,Minnesota,,,B164,A396_1,,,,,,,,,
754,A265,Ames23410,Minnesota,unclassified,0,B164,A265_2,0,0,INBRED,0,,,,,
753,A265_2,,,,,B164,A265_1,,,BC1,,,,,,
1917,FAPW,PI600958,ExPVP,stiff stalk,1,B14HT,B37HT,3,7,DEKALB PVP LINE,http://www.ars-grin.gov/cgi-bin/npgs/html/showpvp.pl?pvpno=8200152,,,,,
,FAPW,,,,,B14HT,B37HT,3,7,DEKALB PVP LINE,http://www.ars-grin.gov/cgi-bin/npgs/html/showpvp.pl?pvpno=8200152,,,,,
63,B14A,PI550461,Iowa,stiff stalk,1962,B14A_7,B14,1,4,INBRED,0,,,,,
,B14A,,,,,B14A_7,B14,1,4,INBRED,,,,,,
62,B14A_7,,,unclassified,0,B14A_6,B14,0,0,BC6,0,,,,,
,B14A_7,,,,,B14A_6,B14,,,BC6,,,,,,
61,B14A_6,,,unclassified,0,B14A_5,B14,0,0,BC5,0,,,,,
,B14A_6,,,,,B14A_5,B14,,,BC5,,,,,,
60,B14A_5,,,unclassified,0,B14A_4,B14,0,0,BC4,0,,,,,
,B14A_5,,,,,B14A_4,B14,,,BC4,,,,,,
59,B14A_4,,,unclassified,0,B14A_3,B14,0,0,BC3,0,,,,,
,B14A_4,,,,,B14A_3,B14,,,BC3,,,,,,
58,B14A_3,,,unclassified,0,B14A_2,B14,0,0,BC2,0,,,,,
,B14A_3,,,,,B14A_2,B14,,,BC2,,,,,,
57,B14A_2,,,unclassified,0,B14A_1,B14,0,0,BC1,0,,,,,
,B14A_2,,,,,B14A_1,B14,,,BC1,,,,,,
275,CB59G_1,,,unclassified,0,B14A,R168,0,0,F1 PARENTAL CROSS,0,,,,,
,CB59G_1,,,,,B14A,R168,,,F1 PARENTAL CROSS,,,,,,
2319,Hi25_1,,,,,B14A,HiMVsource,,,Breeding Cross,,,,,,
,W8304_1,,,,,B14A,B73,,,Breeding Cross,,,,,,
163,NK347,,,unclassified,0,B14,UNK,0,0,PARENTAL CROSS,0,,,,,
,NK347,,,,,B14,UNK,,,PARENTAL CROSS,,,,,,
1078,AR266,PI561529,Other,unclassified,0,B14,T204D,0,0,INBRED, ,,,,,
888,A633_1,,,,,B14,Mt42,,,F1 breeding cross,,,,,,
1919,1094_H,,,,,B14,Mt42,,,,,,,,,
2251,H117,NSL197105,Indiana,unclassified,0,B14,Mb27-7,0,0,INBRED,0,,,,,
136,FBHJ_1,,,unclassified,0,B14,LH23,0,0,PARENTAL CROSS,0,,,,,
,FBHJ_1,,,,,B14,LH23,,,PARENTAL CROSS,,,,,,
475,RB14HTB_1,,,unclassified,0,B14,HT1B,0,0,PARENTAL CROSS,0,,,,,
,RB14HTB_1,,,,,B14,HT1B,,,PARENTAL CROSS,,,,,,
469,RB14HTA_1,,,unclassified,0,B14,HT1A,0,0,PARENTAL CROSS,0,,,,,
,RB14HTA_1,,,,,B14,HT1A,,,PARENTAL CROSS,,,,,,
2237,Oh514_1,,,,,B14,Gto59_272-1-7,,,Breeding Cross,,,,,,
1433,CM145_1,,,,,B14,CMV3,,,Breeding Cross,,,,,,
1321,CH591-23,,Harrow CA,,,B14,CH9,,,INBRED,,,,,,
1322,CH591-36,,Harrow CA,,,B14,CH9,,,INBRED,,,,,,
898,A636,Ames23474,Minnesota,unclassified,0,B14,A636_3,0,0, ,0,,,,,
897,A636_3,,,,,B14,A636_2,,,,,,,,,
896,A636_2,,,,,B14,A636_1,,,,,,,,,
891,A633,Ames23471,Minnesota,stiff stalk,0,B14,A633_3,0,0,BC3,0,,,,,
890,A633_3,,,,,B14,A633_2,,,BC2,,,,,,
889,A633_2,,,,,B14,A633_1,,,BC1,,,,,,
3564,R924,NSL30913,Illinois,unclassified,0,B14,0,0,0,INBRED,Recovered br2 B14,,,,,
1276,B109,PI597927,Iowa,stiff stalk,0,B109_1,B73,0,0,INBRED  BC1 selfed,(B73 x BS20(S)C1-73)B73,,,,,
494,4676A,,,unclassified,0,B_LINE_SYN,1061_1,3,7,DEKALB PVP LINE,http://www.ars-grin.gov/cgi-bin/npgs/html/showpvp.pl?pvpno=8600092,,,,,
622,4676A,PI601300,ExPVP,stiff stalk,1,B_LINE_SYN,1061_1,3,7,DEKALB PVP LINE,http://www.ars-grin.gov/cgi-bin/npgs/html/showpvp.pl?pvpno=8600092,,,,,
,4676A,,,,,B_LINE_SYN,1061_1,3,7,DEKALB PVP LINE,http://www.ars-grin.gov/cgi-bin/npgs/html/showpvp.pl?pvpno=8600092,,,,,
3529,Brazil509,,,,,Azteca,Azteca,,,INBRED,,,,,,
2635,M37W,Ames27133,South Africa,unclassified,0,AUSTRALIA,JELLICORSE,0,0,0,0,,,,,
2329,CM104 (India),,,,,ATheo21,0,,,,ATheo 21(B)#,sib-line inbred produced by the Rockefeller Foundationäó»s Cooperative Maize program in India.,,,,
2797,MR02Assiniboine,Ames30523,Other,landraces,0,Assiniboine,Assiniboine,0,0,0,0,,,,,
292,LH61_1,,,unclassified,0,ASA,Mo17,0,0,F1 PARENTAL CROSS,0,,,,,
,LH61_1,,,,,ASA,Mo17,,,F1 PARENTAL CROSS,,,,,,
979,A682_1,,,,,AS_D,Mo17,,,Breeding cross,,,,,,
3165,ND248,PI550504,North Dakota,unclassified,1981,AS_D,AS_D,0,0,INBRED,0,,,,,
3177,ND259,PI550571,North Dakota,unclassified,1986,AS_D,AS_D,0,0,INBRED,0,,,,,
1988,GEMN-0057,Ames27210,GEM,non-stiff stalk,0,ARZM_01_150,0,0,0,INBRED,0,,,,,
1989,GEMN-0058,Ames27211,GEM,non-stiff stalk,0,ARZM_01_150,0,0,0,INBRED,0,,,,,
1038,AR228,PI561522,Other,unclassified,0,ArkansasSWCBSynthetic,0,0,0,INBRED,0,,,,,
1039,AR234,PI561523,Other,unclassified,0,ArkansasSWCBSynthetic,0,0,0,INBRED,0,,,,,
1089,AR400,PI561537,Other,unclassified,0,ARK367,Tx441,0,0,INBRED,Ark. 367/Tx 441,,,,,
1081,AR272,PI561532,Other,unclassified,0,AR272_1,AB28,0,0,INBRED BC1 Selfed, ,,,,,
1074,AR258_2,,,,,AR258_1,C103,,,Breeding cross,,,,,,
1030,AR214,PI564717,Other,unclassified,0,AR214_1,B57,0,0,INBRED,[(B57 X fl2 line) B57],,,,,
1082,AR276,PI561533,Other,unclassified,0,AR214,ArkansasSWCBSynthetic,0,0,INBRED, ,,,,,
1023,AR204,PI561516,Other,unclassified,0,AR204_1,NC64,0,0,INBRED,0,,,,,
3803,Tx205,PI639686,Other,unclassified,2005,AR01151,N0407,0,0,INBRED,0,,,,,
3802,Tx204,PI639685,Other,unclassified,2005,AR01150,N0406,0,0,INBRED,0,,,,,
1085,AR280,PI561534,Other,unclassified,0,AR 224,Tx441,0,0,INBRED,0,,,,,
1800,E292-1-1-1INBS5SYNANVELDXMINN.706,PI221750,South Africa,unclassified,0,Anveld,Minn706,0,0,0,0,,,,,
1796,E199-1-1INBREDS5SYN.ANVELD40,PI221749,South Africa,unclassified,0,Anveld,0,0,0,0,S5 Syn. Anveld 40,,,,,
1797,E205-1-1-1INBREDS5SYN.ANVELD,PI221747,South Africa,unclassified,0,Anveld,0,0,0,0,S5 Syn. Anveld,,,,,
2790,Mp78:518,,,,,AntiguaGroup2,RepublicaDominicaGroup1,,,INBRED,,,,,,
2372,Hi39_1,,,,,AntiguaGroup2,B14A,,,Breeding Cross,,,,,,
2775,Mp701,PI550534,Other,unclassified,1982,AntiguaGroup1,AntiguaGroup2,0,0,INBRED,Selection from (Antigua Gpo1 S1 X Antiqua Gpo2 S6),,,,,
2369,Hi34,PI593015,Other,unclassified,0,ANT2D,0,0,0,INBRED,0,,,,,
1655,CML430,CML430,Mexico,tropical,0,AMATL,0,0,0,INBRED,AMATLCOHS169-1-1-1-1-2-2-1-B*3,AMATL=Asian Mildew Acid Tolerant Lale,,,,
1656,CML431,CML431,Mexico,tropical,0,AMATL,0,0,0,INBRED,AMATLCOHS170-2-3-2-1-1-1-1-B*3,,,,,
1058,AKh42,,,,,AKh42_1,AKh42_2,,,INBRED,[(Tx127C X Tx132A) X (K4 X KYS)],,,,,
1059,AR250,PI561526,Other,unclassified,0,AKh42,Mo18W,0,0,INBRED,AKh42 X Mo18,,,,,
1036,AR226,PI561521,Other,unclassified,0,AKd52,NC240,0,0,INBRED, ,,,,,
1063,AR254,PI561527,Other,unclassified,0,AKd52,NC234,0,0,INBRED,AKd52 X NC234,,,,,
3131,NC360_1,,,,,Agroceres155,PX105A,,,INBRED,,,,,,
3119,NC348_2,,,,,Agroceres155,Agroceres155,,,INBRED,,,,,,
3077,NC298_1,,,,,Agroceres105,Agroceres105,,,INBRED,,,,,,
490,4780,,,unclassified,0,AE2,MDF_13A,0,0,PARENTAL CROSS,0,,,,,
,4780,,,,,AE2,MDF_13A,,,PARENTAL CROSS,,,,,,
3946,TZSTRI109,PI639933,Nigeria,tropical,2006,ACR97SYN_Y,ACR97SYN_Y,0,0,INBRED,ACR97SYN-Y-S1äóñ79-B-B-B,,,,,
3947,TZSTRI110,PI639934,Nigeria,tropical,2006,ACR97SYN_Y,ACR97SYN_Y,0,0,INBRED,ACR97SYN-Y-S1äóñ24-B-B-B,,,,,
1016,AR202,PI561515,Other,unclassified,0,AB28,Unknown,0,0,0,AB28 outcross,,,,,
998,Ab24E,NSL247287,Other,unclassified,0,Ab24E_1,unknown,0,0,0,Outcross with GT3 X F3,,,,,
3292,Oh605_1,,,,,AAE,OhS3267LAN,,,Breeding Cross,,,,,,
2356,Hi30,PI593012,Sweetcorn,unclassified,0,AA8,Hi30_5,0,0,INBRED,0,,,,,
2355,Hi30_5,,,,,AA8,Hi30_4,,,BC4,,,,,,
2354,Hi30_4,,,,,AA8,Hi30_3,,,BC3,,,,,,
2353,Hi30_3,,,,,AA8,Hi30_2,,,BC2,,,,,,
2352,Hi30_2,,,,,AA8,Hi30_1,,,BC1,,,,,,
2351,Hi30_1,,,,,AA8,B14A,,,Breeding Cross,,,,,,
2370,Hi38C1,Ames28957,Other,Ysweet corn,0,AA8,0,0,0,INBRED,sh2 version of AA8,,,,,
792,A407,Ames23431,Minnesota,unclassified,0,A96,H,0,0,0,0,,,,,
970,A677,Ames23501,Minnesota,unclassified,0,A90,Oh545,0,0,0,0,,,,,
920,A653,Ames23486,Minnesota,unclassified,0,A90, Wf9,0,0,0,0,,,,,
20,A109,,,unclassified,0,A9 ,A26,0,0,INBRED,0,,,,,
689,A116,Ames23394,Minnesota,unclassified,1,A9 ,A26,0,0,INBRED,0,,,,,
,A109,,,,,A9 ,A26,,,INBRED,,,,,,
,A116,,,,,A9 ,A26,,,INBRED,,,,,,
691,A131,A131,Other,unclassified,0,A9,A26,0,0,INBRED,0,,,,,
826,A509,Ames23447,Minnesota,unclassified,1,A78 ,A109,2,2,Inbred,0,,,,,
,A509,,,,,A78 ,A109,2,2,INBRED,,,,,,
917,A651_1,,,,,A73,Q573,,,,,,,,,
739,A257,Ames23407,Minnesota,unclassified,0,A73,Os420,0,0,INBRED,0,,,,,
740,A258,NSL81596,Minnesota,unclassified,0,A73,Os420,0,0,INBRED,0,,,,,
737,A251,Ames23406,Minnesota,unclassified,0,A73,Oh51A,0,0,INBRED,0,,,,,
734,A239,Ames23405,Minnesota,unclassified,0,A73,A347,0,0,INBRED,0,,,,,
981,A682,PI587143,Minnesota,non-stiff stalk,0,A682_2,Mo17,0,0,BC2 selfed,0,,,,,
982,A683,Ames23505,Minnesota,unclassified,0,A682_2,Mo17,0,0,BC2 selfed,0,,,,,
980,A682_2,,,,,A682_1,Mo17,,,BC1,,,,,,
977,A680,Ames23503,Minnesota,stiff stalk,0,A679_3,B73,0,0,BC3 selfed,0,,,,,
978,A681,Ames23504,Minnesota,stiff stalk,0,A679_3,B73,0,0,BC3 selfed,0,,,,,
976,A679,PI587142,Minnesota,unclassified,0,A679_3,B73,0,0,BC3 selfed,0,,,,,
975,A679_3,,,,,A679_2,B73,,,BC2,,,,,,
974,A679_2,,,,,A679_1,B73,,,BC1,,,,,,
972,A678,Ames23502,Minnesota,unclassified,0,A678_1,B52,0,0,0,0,,,,,
965,A672,Ames23496,Minnesota,unclassified,0,A672_2,A633,0,0,0,0,,,,,
964,A672_2,,,,,A672_1,A632,,,,,,,,,
961,A671,Ames23495,Minnesota,unclassified,0,A671_2,N13A,0,0,0,0,,,,,
960,A671_2,,,,,A671_1,N13A,,,,,,,,,
956,A670,Ames23494,Minnesota,stiff stalk,0,A670_4,A619,0,0,0,0,,,,,
955,A670_4,,,,,A670_3,A619,,,,,,,,,
954,A670_3,,,,,A670_2,A619,,,,,,,,,
953,A670_2,,,,,A670_1,A619,,,,,,,,,
951,A669,Ames23493,Minnesota,unclassified,0,A669_3,Hy2,0,0,0,0,,,,,
950,A669_3,,,,,A669_2,Hy2,,,,,,,,,
949,A669_2,,,,,A669_1,Hy2,,,,,,,,,
947,A668,Ames23492,Minnesota,unclassified,0,A668_2,C103,0,0,0,0,,,,,
946,A668_2,,,,,A668_1,C103,,,,,,,,,
944,A667,Ames23491,Minnesota,stiff stalk,0,A667_1,Nov-38,0,0,0,0,,,,,
941,A665,PI607525,Minnesota,stiff stalk,0,A665_2,A635,0,0,0,0,,,,,
940,A665_2,,,,,A665_1,A635,,,,,,,,,
3695,SD69_1,,,,,A665,SDexp10,,,Breeding Cross,,,,,,
937,A664,PI607524,Minnesota,unclassified,0,A664_2,A636,0,0,0,0,,,,,
936,A664_2,,,,,A664_1,A636,,,,,,,,,
934,A663,PI607523,Minnesota,unclassified,0,A663_2,A427,0,0,0,0,,,,,
933,A663_2,,,,,A663_1,A427,,,,,,,,,
971,A678_1,,,,,A662 ,B52,,,Breeding cross,,,,,,
234,LH149_1,,,unclassified,0,A662,B73,0,0,F1 PARENTAL CROSS,0,,,,,
270,LH202_1,,,unclassified,0,A662,B73,0,0,F1 PARENTAL CROSS,0,,,,,
968,A675,Ames23499,Minnesota,unclassified,0,A662,B73,0,0,0,0,,,,,
973,A679_1,,,,,A662,B73,,,Breeding cross,,,,,,
,LH149_1,,,,,A662,B73,,,F1 PARENTAL CROSS,,,,,,
,LH202_1,,,,,A662,B73,,,F1 PARENTAL CROSS,,,,,,
969,A676,Ames23500,Minnesota,unclassified,0,A662,B70,0,0,0,0,,,,,
923,A655,Ames23487,Minnesota,unclassified,0,A655_1,WF9,0,0,0,0,,,,,
3693,SD65_1,,,,,A654,SDexp10,,,Breeding Cross,,,,,,
918,A651,Ames23484,Minnesota,unclassified,0,A651_1, A73,0,0,0,0,,,,,
912,A649,Ames23482,Minnesota,unclassified,0,A649_1,A321 ,0,0,0,0,,,,,
913,A650,Ames23483,Minnesota,unclassified,0,A649_1,A321 ,0,0,0,0,,,,,
901,A638,Ames23476,Minnesota,unclassified,1,A638_2,WF9,2,4,INBRED,0,,,,,
,A638,,,,,A638_2,WF9,2,4,INBRED,,,,,,
44,A638_2,,,unclassified,0,A638_1,A638_1,0,0,SELF,0,,,,,
,A638_2,,,,,A638_1,A638_1,,,SELF,,,,,,
219,LHEX644_1,,,unclassified,0,A635HT,A632HT,0,0,F1 PARENTAL CROSS,0,,,,,
,LHEX644_1,,,,,A635HT,A632HT,,,F1 PARENTAL CROSS,,,,,,
2621,LP1CMSHt_1,,,,,A635CMSHt,A632Ht,,,Breeding Cross,,,,,,
39,A635,Ames19309,Minnesota,stiff stalk,1,A635_2,B14,2,2,INBRED,0,,,,,
,A635,,,,,A635_2,B14,2,2,INBRED,,,,,,
38,A635_2,,,stiff stalk,0,A635_1,B14,0,0,BC1,0,,,,,
,A635_2,,,,,A635_1,B14,,,BC1,,,,,,
1324,CH753-4,Ames27021,Harrow CA,unclassified,0,A635 ,A636,0,0,INBRED,0,,,,,
460,A635X,,,unclassified,0,A635,Unknown inbred,0,0,UNKNOWN INBRED,0,,,,,
,A635X,,,,,A635,0,,,UNKNOWN INBRED,,,,,,
541,78004,PI601210,ExPVP,stiff stalk,1,A634,B73,3,1,DEKALB PVP LINE,http://www.ars-grin.gov/cgi-bin/npgs/html/showpvp.pl?pvpno=8500125,,,,,
668,78002A,PI601301,ExPVP,stiff stalk,1,A634,B73,3,1,DEKALB PVP LINE,http://www.ars-grin.gov/cgi-bin/npgs/html/showpvp.pl?pvpno=8600091,,,,,
542,78010,PI601211,ExPVP,unclassified,1,A634,B73,3,1,DEKALB PVP LINE,http://www.ars-grin.gov/cgi-bin/npgs/html/showpvp.pl?pvpno=8500126,,,,,
,78004,,,,,A634,B73,3,1,DEKALB PVP LINE,http://www.ars-grin.gov/cgi-bin/npgs/html/showpvp.pl?pvpno=8500125,,,,,
,78010,,,,,A634,B73,3,1,DEKALB PVP LINE,http://www.ars-grin.gov/cgi-bin/npgs/html/showpvp.pl?pvpno=8500126,,,,,
,78002A,,,,,A634,B73,3,1,DEKALB PVP LINE,http://www.ars-grin.gov/cgi-bin/npgs/html/showpvp.pl?pvpno=8600091,,,,,
3247,NS501,PI601583,Other,stiff stalk,1,A634,0,1,4,United AgriSeeds,http://www.ars-grin.gov/cgi-bin/npgs/html/showpvp.pl?pvpno=8800149,Certificate Abandoned,,,,
3360,PHG71,PI601150,ExPVP,stiff stalk,1,A632HT,PH207,3,4,PIONEER PVP LINE,http://www.ars-grin.gov/cgi-bin/npgs/html/showpvp.pl?pvpno=8400157,,,,,
,PHG71,,,,,A632HT,I207,3,4,PIONEER PVP LINE,http://www.ars-grin.gov/cgi-bin/npgs/html/showpvp.pl?pvpno=8400157,,,,,
892,A634,Ames19308,Minnesota,stiff stalk,1,A632_2S,B14 ,2,4,INBRED,0,,,,,
,A634,,,,,A632_2S,B14 ,2,4,INBRED,,,,,,
34,A632,PI587140,Minnesota,stiff stalk,1,A632_2,B14,2,4,INBRED,0,,,,,
,A632,,,,,A632_2,B14,2,4,INBRED,,,,,,
35,A632_2S,,,stiff stalk,0,A632_2,A632_2,0,0,A632_2 SELF,0,,,,,
,A632_2S,,,,,A632_2,A632_2,,,A632_2 SELF,,,,,,
924,A656,Ames23488,Minnesota,unclassified,1,A632_1S,B14,2,2,INBRED,0,,,,,
,A656,,,,,A632_1S,B14,2,2,INBRED,,,,,,
33,A632_2,,,stiff stalk,0,A632_1,B14,0,0,BC1,0,,,,,
,A632_2,,,,,A632_1,B14,,,BC1,,,,,,
45,A632_1S,,,unclassified,0,A632_1,A632_1,0,0,SELF,0,,,,,
,A632_1S,,,,,A632_1,A632_1,,,SELF,,,,,,
164,NKB386,,,unclassified,0,A632 ,UNK,0,0,PARENTAL CROSS,0,,,,,
,NKB386,,,,,A632 ,UNK,,,PARENTAL CROSS,,,,,,
2484,INB101LFY/LFYA632XM16S5,NSL174429,Other,unclassified,0,A632 ,M16S5,0,0,INBRED,"LFY(leafly gene unknown source) version of A632) developed by Shaver, D., Cornnuts, Inc..",,,,,
2604,LH74,PI600957,ExPVP,stiff stalk,1,A632 ,B73,3,12,Holdens PVP Line,http://www.ars-grin.gov/cgi-bin/npgs/html/showpvp.pl?pvpno=8200063,,,,,
,LH74,,,,,A632 ,B73,3,12,Holdens PVP Line,http://www.ars-grin.gov/cgi-bin/npgs/html/showpvp.pl?pvpno=8200063,,,,,
882,A632+/sh2,Ames26760,Wisconsin,stiff stalk,0,A632,Unknown HT source ,0,0,INBRED  LIKELY BC5 TO A632  HT SOURCE UNKNOWN,0,,,,,
3762,T272,PI633924,Other,unclassified,2003,A632,T272_2,0,0,INBRED,[A632/(T232/Mp339-S6)-S2]//A632,,,,,
3761,T272_2,,,,,A632,T272_1,,,Breeding Cross,,,,,,
3683,SD53_1,,,,,A632,SDexp10,,,Breeding Cross,,,,,,
883,A632HT,Ames23468,Other,unclassified,1,A632,HTn SOURCE,0,0,INBRED  LIKELY BC5 TO A632  HT SOURCE UNKNOWN,0,,,,,
,A632HT,,,,,A632,HT SOURCE,,,INBRED  LIKELY BC5 TO A632  HT SOURCE UNKNOWN,,,,,,
3248,NS701,PI601417,ExPVP,stiff stalk,1,A632,B73HT,1,4,United AgriSeeds,http://www.ars-grin.gov/cgi-bin/npgs/html/showpvp.pl?pvpno=8700134,,,,,
,NS701,,,,,A632,B73HT,1,4,United AgriSeeds,http://www.ars-grin.gov/cgi-bin/npgs/html/showpvp.pl?pvpno=8700134,,,,,
3226,NL001_1,,,,,A632,B73,,,Breeding Cross,,,,,,
952,A670_1,,,,,A632,A619,,,,,,,,,
646,58609A632MethBc5S4,PI648424,Other,stiff stalk,0,A632,58609_4,0,0,S4 line,High methionine  version of A632,,,,,
645,58609_4,,,,,A632,58609_3,,,,,,,,,
644,58609_3,,,,,A632,58609_2,,,,,,,,,
643,58609_2,,,,,A632,58609_1,,,,,,,,,
651,58610A632MethBc5S4,PI648425,Other,stiff stalk,0,A632,586010_4,0,0,S4 line,High methionine  version of A632,,,,,
650,586010_4,,,,,A632,586010_3,,,,,,,,,
649,586010_3,,,,,A632,586010_2,,,,,,,,,
648,586010_2,,,,,A632,586010_1,,,,,,,,,
881,A632.75A1A2C1R1-rB1Pl1,Ames27451,Other,stiff stalk,0,A632,0,0,0,0,0,,,,,
884,A632HTN,Ames23469,Minnesota,stiff stalk,0,A632,0,0,0,0,0,,,,,
885,A632RpRp,Ames23470,Minnesota,stiff stalk,0,A632,0,0,0,0,0,,,,,
886,A632sh2/sh2,Ames26761,Wisconsin,stiff stalk,0,A632,0,0,0,0,0,,,,,
887,A632su/su,Ames26762,Wisconsin,stiff stalk,0,A632,0,0,0,0,0,,,,,
854,A619,PI587139,Minnesota,non-stiff stalk,1,A619_1,OH43,2,4,INBRED,0,,,,,
,A619,,,,,A619_1,OH43,2,4,INBRED,,,,,,
2879,MS71,PI587137 ,Michigan,unclassified,1972,A619 ,R168,2,1,INBRED,0,,,,,
,MS71,,,,,A619 ,R168,2,1,INBRED,,,,,,
2607,LH38,PI600791,ExPVP,non-stiff stalk,0,A619 ,L120,0,0,Holdens PVP Line,http://www.ars-grin.gov/cgi-bin/npgs/html/showpvp.pl?pvpno=8000066,Fictitous pedigree L120 never existed this is a Pioneer line - results from court case,,,,
3687,SD59_1,,,,,A619,SDexp10,,,Breeding Cross,,,,,,
3666,SD106_1,,,,,A610,SDexp10,,,Breeding Cross,,,,,,
834,A554,PI587138,Minnesota,unclassified,1,A554_1,WD,1,1,INBRED,0,,,,,
,A554,,,,,A554_1,WD,1,1,INBRED,,,,,,
