"","taxon","genus","species","spauthor","subtaxa","subtauthor","cropname","avail","instcode","accenumb","acckey","collnumb","collcode","taxno","accename","acqdate","origcty","collsite","latitude","longitude","elevation","colldate","bredcode","sampstat","ancest","collsrc","donorcode","donornumb","othernumb","duplsite","storage","latdec","longdec","remarks","history","released","Accesion.N","references","paper","date","Inbred.line","N.GBS.samples","N.Plants","Avg..IBS","X..missing","Breeding.program","Pop.structure","Year","Registration.","Source"
"1639","Zea mays subsp. mays","Zea","mays","L.","subsp. mays","","sweet corn","Y","USA020","PI 221788",1179501,"",NA,311987,"E680-2-1-3(S5) INBRED","19541103","","","","",NA,"",NA,300,"",20,NA,"",":E680-2-1-3(S5) INBRED","","10",NA,NA,"","DONATED  11/03/1954 Transvaal, South Africa by Josephson, L., College of Agriculture","","PI221788","","","","E680-2-1-3S5INBRED",1,1,NA,0.59,"South Africa","unclassified",NA,NA,NA
"1640","Zea mays subsp. mays","Zea","mays","L.","subsp. mays","","sweet corn","Y","USA020","PI 221789",1179502,"",NA,311987,"E683-1-2-1(S5) INBRED","19541103","","","","",NA,"",NA,300,"",20,NA,"",":E683-1-2-1(S5) INBRED","USA005","10",NA,NA,"","DONATED  11/03/1954 Transvaal, South Africa by Josephson, L., College of Agriculture","","PI221789","","","","E683-1-2-1S5INBRED",1,1,NA,0.63,"South Africa","unclassified",NA,NA,NA
"1641","Zea mays subsp. mays","Zea","mays","L.","subsp. mays","","sweet corn","Y","USA020","PI 221790",1179503,"",NA,311987,"E684-1-1-1(S5) INBRED","19541103","","","","",NA,"",NA,300,"",20,NA,"",":E684-1-1-1(S5) INBRED","","10",NA,NA,"","DONATED  11/03/1954 Transvaal, South Africa by Josephson, L., College of Agriculture","","PI221790","","","","E684-1-1-1S5INBRED",2,2,0.997,0.44,"South Africa","unclassified",NA,NA,NA
"1642","Zea mays subsp. mays","Zea","mays","L.","subsp. mays","","sweet corn","Y","USA020","PI 221794",1179505,"",NA,311987,"E697-1-1-1(S5) INBRED","19541103","","","","",NA,"",NA,300,"",20,NA,"",":E697-1-1-1(S5) INBRED","USA005","10",NA,NA,"","DONATED  11/03/1954 Transvaal, South Africa by Josephson, L., College of Agriculture","","PI221794","","","","E697-1-1-1S5INBRED",1,1,NA,0.63,"South Africa","unclassified",NA,NA,NA
"1643","Zea mays subsp. mays","Zea","mays","L.","subsp. mays","","sweet corn","Y","USA020","PI 221797",1179506,"",NA,311987,"F755-2-2-1(S4) INBRED (TEKO)","19541103","","","","",NA,"",NA,300,"TEKO YELLOW",20,NA,"",":F755-2-2-1(S4) INBRED (TEKO)","","10",NA,NA,"","DONATED  11/03/1954 Transvaal, South Africa by Josephson, L., College of Agriculture","","PI221797","","","","F755-2-2-1S4INBREDTEKO",1,1,NA,0.76,"South Africa","unclassified",NA,NA,NA
"1644","Zea mays subsp. mays","Zea","mays","L.","subsp. mays","","sweet corn","Y","USA020","PI 221804",1179507,"",NA,311987,"A242-2(S10) INBRED (PERUVIAN)","19541103","","","","",NA,"",NA,300,"Peruvian",20,NA,"",":A242-2(S10) INBRED (PERUVIAN)","","10",NA,NA,"","DONATED  11/03/1954 Transvaal, South Africa by Josephson, L., College of Agriculture","","PI221804","Accession was donated. 03-Nov-1954. Transvaal, South Africa. Josephson, L., College of Agriculture.","n","1954","A242-2S10INBREDPERUVIAN",1,1,NA,0.62,"South Africa","unclassified",NA,NA,NA
"1645","Zea mays subsp. mays","Zea","mays","L.","subsp. mays","","sweet corn","Y","USA020","PI 221805",1179508,"",NA,311987,"A243-1-2(S10) INBRED (PERUVIAN)","19541103","","","","",NA,"",NA,300,"Peruvian",20,NA,"",":A243-1-2(S10) INBRED (PERUVIAN);:id=78707","USA005","10",NA,NA,"","DONATED  11/03/1954 Transvaal, South Africa by Josephson, L., College of Agriculture","","PI221805","Accession was donated. 03-Nov-1954. Transvaal, South Africa. Josephson, L., College of Agriculture.","n","1954","A243-1-2S10INBREDPERUVIAN",1,1,NA,0.47,"South Africa","unclassified",NA,NA,NA
"1646","Zea mays subsp. mays","Zea","mays","L.","subsp. mays","","sweet corn","N","USA020","PI 221806",1179509,"",NA,311987,"A256-1(S10) INBRED (PERUVIAN)","19541103","","","","",NA,"",NA,300,"Peruvian",20,NA,"",":A256-1(S10) INBRED (PERUVIAN)","USA005","10",NA,NA,"","DONATED  11/03/1954 Transvaal, South Africa by Josephson, L., College of Agriculture","","PI221806","","","na","A256-1S10INBREDPERUVIAN",1,1,NA,0.81,"South Africa","unclassified",NA,NA,NA
"1647","Zea mays subsp. mays","Zea","mays","L.","subsp. mays","","sweet corn","Y","USA020","PI 221811",1179511,"",NA,311987,"A302-1-2(S10) INBRED (SERVENTINA)","19541103","","","","",NA,"",NA,300,"Serventina",20,NA,"",":A302-1-2(S10) INBRED (SERVENTINA)","","10",NA,NA,"","DONATED  11/03/1954 Transvaal, South Africa by Josephson, L., College of Agriculture","","PI221811","Accession was donated. 03-Nov-1954. Transvaal, South Africa. Josephson, L., College of Agriculture.","n","1954","A302-1-2S10INBREDSERVENTINA",1,1,NA,0.67,"South Africa","unclassified",NA,NA,NA
"1648","Zea mays subsp. mays","Zea","mays","L.","subsp. mays","","sweet corn","Y","USA020","PI 221813",1179512,"",NA,311987,"A325-1(S10) INBRED (HOTNOT)","19541103","","","","",NA,"",NA,300,"Hotnot",20,NA,"",":A325-1(S10) INBRED (HOTNOT)","USA005","10",NA,NA,"","DONATED  11/03/1954 Transvaal, South Africa by Josephson, L., College of Agriculture","","PI221813","Accession was donated. 03-Nov-1954. Transvaal, South Africa. Josephson, L., College of Agriculture.","n","1954","A325-1S10INBREDHOTNOT",1,1,NA,0.66,"South Africa","unclassified",NA,NA,NA
"1649","Zea mays subsp. mays","Zea","mays","L.","subsp. mays","","sweet corn","N","USA020","PI 221817",1179513,"",NA,311987,"A413-3A-1-1(S10) INBRED (ROBYN)","19541103","","","","",NA,"",NA,300,"Robyn",20,NA,"",":A413-3A-1-1(S10) INBRED (ROBYN)","","10",NA,NA,"","DONATED  11/03/1954 Transvaal, South Africa by Josephson, L., College of Agriculture","","PI221817","","","na","A413-3A-1-1S10INBREDROBYN",1,1,NA,0.5,"South Africa","unclassified",NA,NA,NA
"1650","Zea mays subsp. mays","Zea","mays","L.","subsp. mays","","sweet corn","Y","USA020","PI 221820",1179514,"",NA,311987,"C410-1(F11) INBRED (HOTNOT CROSSES)","19541103","","","","",NA,"",NA,300,"Hotnot crosses.",20,NA,"",":C410-1(F11) INBRED (HOTNOT CROSSES)","","10",NA,NA,"","DONATED  11/03/1954 Transvaal, South Africa by Josephson, L., College of Agriculture","","PI221820","","","","C410-1F11INBREDHOTNOTCROSSES",1,1,NA,0.54,"South Africa","unclassified",NA,NA,NA
"1651","Zea mays subsp. mays","Zea","mays","L.","subsp. mays","","sweet corn","Y","USA020","PI 221821",1179515,"",NA,311987,"E680-3-1-1(S6) INBRED","19541103","","","","",NA,"",NA,300,"",20,NA,"",":E680-3-1-1(S6) INBRED","USA005","10",NA,NA,"","DONATED  11/03/1954 Transvaal, South Africa by Josephson, L., College of Agriculture","","PI221821","","","","E680-3-1-1S6INBRED",1,1,NA,0.6,"South Africa","unclassified",NA,NA,NA
"1652","Zea mays subsp. mays","Zea","mays","L.","subsp. mays","","sweet corn","N","USA020","PI 221822",1179516,"",NA,311987,"E783-1-2-1(S6) STS. 4222 INBRED","19541103","","","","",NA,"",NA,300,"STS. 4222",20,NA,"",":E783-1-2-1(S6) STS. 4222 INBRED","USA005","10",NA,NA,"","DONATED  11/03/1954 Transvaal, South Africa by Josephson, L., College of Agriculture","","PI221822","","","","E783-1-2-1S6STS.4222INBRED",1,1,NA,0.35,"South Africa","unclassified",NA,NA,NA
"1653","Zea mays subsp. mays","Zea","mays","L.","subsp. mays","","sweet corn","Y","USA020","PI 233312",1184688,"",NA,311987,"42","19560514","","","","",NA,"",NA,400,"Selection from P-39.",40,NA,"S.D. No. 42",":42;:S.D. No. 42","USA005","10",NA,NA,"","DONATED  05/14/1956 Iowa, United States by USDA, ARS, NCRPIS. DEVELOPED PRE 05/14/1956 South Dakota, United States by South Dakota State University. DONATED PRE 05/14/1956 South Dakota, United States by","","PI233312","Accession was developed. PRE 14-May-1956. South Dakota, United States.South Dakota State University.","y no paper ","1956","42",1,1,NA,0.47,"Other","sweet corn",NA,NA,NA
"1654","Zea mays subsp. mays","Zea","mays","L.","subsp. mays","","sweet corn","Y","USA020","PI 233313",1184689,"",NA,311987,"176","19560514","","","","",NA,"",NA,400,"Selection from Golden Sunshine.",40,NA,"S.D. No. 176",":176;:S.D. No. 176","USA005","10",NA,NA,"","DONATED  05/14/1956 Iowa, United States by USDA, ARS, NCRPIS. DEVELOPED PRE 05/14/1956 South Dakota, United States by South Dakota State University. DONATED PRE 05/14/1956 South Dakota, United States by","","PI233313","Accession was developed. PRE 14-May-1956. South Dakota, United States.South Dakota State University.","y no paper ","1956","176",1,1,NA,0.67,"Other","sweet corn",NA,NA,NA
"1655","Zea mays subsp. mays","Zea","mays","L.","subsp. mays","","sweet corn","Y","USA020","PI 233314",1184690,"",NA,311987,"226","19560514","","","","",NA,"",NA,400,"Selection from Golden Market.",40,NA,"S.D. No. 226",":226;:S.D. No. 226","USA005","10",NA,NA,"","DONATED  05/14/1956 Iowa, United States by USDA, ARS, NCRPIS. DEVELOPED PRE 05/14/1956 South Dakota, United States by South Dakota State University. DONATED PRE 05/14/1956 South Dakota, United States by","","PI233314","Accession was developed. PRE 14-May-1956. South Dakota, United States.South Dakota State University.","y no paper ","1956","226",6,1,0.994,0.32,"Other","sweet corn",NA,NA,NA
"1656","Zea mays subsp. mays","Zea","mays","L.","subsp. mays","","sweet corn","Y","USA020","PI 233315",1184691,"",NA,311987,"277","19560514","","","","",NA,"",NA,400,"Selection from Golden Cross Bantam.",40,NA,"S.D. No. 277",":277;:S.D. No. 277","","10",NA,NA,"","DONATED  05/14/1956 Iowa, United States by USDA, ARS, NCRPIS. DEVELOPED PRE 05/14/1956 South Dakota, United States by South Dakota State University. DONATED PRE 05/14/1956 South Dakota, United States by","","PI233315","Accession was developed. PRE 14-May-1956. South Dakota, United States.South Dakota State University.","y no paper ","1956","277",1,1,NA,0.58,"Other","sweet corn",NA,NA,NA
"1657","Zea mays subsp. mays","Zea","mays","L.","subsp. mays","","sweet corn","Y","USA020","PI 233316",1184692,"",NA,311987,"469","19560514","","","","",NA,"",NA,400,"Selection from Borden's Wonder Bantam.",40,NA,"S.D. No. 469",":469;:S.D. No. 469","USA005","10",NA,NA,"","DONATED  05/14/1956 Iowa, United States by USDA, ARS, NCRPIS. DEVELOPED PRE 05/14/1956 South Dakota, United States by South Dakota State University. DONATED PRE 05/14/1956 South Dakota, United States by","","PI233316","Accession was developed. PRE 14-May-1956. South Dakota, United States.South Dakota State University.","y no paper ","1956","469",1,1,NA,0.6,"Other","sweet corn",NA,NA,NA
"1658","Zea mays subsp. mays","Zea","mays","L.","subsp. mays","","sweet corn","Y","USA020","PI 233317",1184693,"",NA,311987,"592","19560514","","","","",NA,"",NA,400,"Selection from Bloomcross P39.",40,NA,"S.D. No. 592",":592;:S.D. No. 592","USA005","10",NA,NA,"","DONATED  05/14/1956 Iowa, United States by USDA, ARS, NCRPIS. DEVELOPED PRE 05/14/1956 South Dakota, United States by South Dakota State University. DONATED PRE 05/14/1956 South Dakota, United States by","","PI233317","Accession was developed. PRE 14-May-1956. South Dakota, United States.South Dakota State University.","y no paper ","1956","592",1,1,NA,0.62,"Other","sweet corn",NA,NA,NA
"1659","Zea mays subsp. mays","Zea","mays","L.","subsp. mays","","sweet corn","Y","USA020","PI 233318",1184694,"",NA,311987,"789","19560514","","","","",NA,"",NA,400,"Selection from an experimental hybrid 7983.",40,NA,"S.D. No. 789",":789;:S.D. No. 789","","10",NA,NA,"","DONATED  05/14/1956 Iowa, United States by USDA, ARS, NCRPIS. DEVELOPED PRE 05/14/1956 South Dakota, United States by South Dakota State University. DONATED PRE 05/14/1956 South Dakota, United States by","","PI233318","Accession was developed. PRE 14-May-1956. South Dakota, United States.South Dakota State University.","y no paper ","1956","789",1,1,NA,0.57,"Other","sweet corn",NA,NA,NA
"1660","Zea mays subsp. mays","Zea","mays","L.","subsp. mays","","sweet corn","Y","USA020","PI 233319",1184695,"",NA,311987,"829","19560514","","","","",NA,"",NA,400,"Selection from Burbank Bantam.",40,NA,"S.D. No. 829",":829;:S.D. No. 829","USA005","10",NA,NA,"","DONATED  05/14/1956 Iowa, United States by USDA, ARS, NCRPIS. DEVELOPED PRE 05/14/1956 South Dakota, United States by South Dakota State University. DONATED PRE 05/14/1956 South Dakota, United States by","","PI233319","Accession was developed. PRE 14-May-1956. South Dakota, United States.South Dakota State University.","y no paper ","1956","829",1,1,NA,0.59,"Other","sweet corn",NA,NA,NA
"1661","Zea mays subsp. mays","Zea","mays","L.","subsp. mays","","sweet corn","Y","USA020","PI 233320",1184696,"",NA,311987,"883","19560514","","","","",NA,"",NA,400,"Selection from P-39. (P39 (81M) according to J. T. Gerdes et. al., Compilation of North American Maize Breeding Germplasm).",40,NA,"S.D. No. 883",":883;:S.D. No. 883","USA005","10",NA,NA,"","DONATED  05/14/1956 Iowa, United States by USDA, ARS, NCRPIS. DEVELOPED PRE 05/14/1956 South Dakota, United States by South Dakota State University. DONATED PRE 05/14/1956 South Dakota, United States by","","PI233320","Accession was developed. PRE 14-May-1956. South Dakota, United States.South Dakota State University.","y no paper ","1956","883",2,2,0.989,0.49,"Other","sweet corn",NA,NA,NA
"1662","Zea mays subsp. mays","Zea","mays","L.","subsp. mays","","sweet corn","Y","USA020","PI 233321",1184697,"",NA,311987,"908","19560514","","","","",NA,"",NA,400,"Selection from C-78A. (C-98A-284-1-2 according to J. T. Gerdes et. al., Compilation of North American Maize Breeding Germplasm)",40,NA,"S.D. No. 908",":908;:S.D. No. 908","USA005","10",NA,NA,"","DONATED  05/14/1956 Iowa, United States by USDA, ARS, NCRPIS. DEVELOPED PRE 05/14/1956 South Dakota, United States by South Dakota State University. DONATED PRE 05/14/1956 South Dakota, United States by","","PI233321","Accession was developed. PRE 14-May-1956. South Dakota, United States.South Dakota State University.","y no paper ","1956","908",1,1,NA,0.67,"Other","sweet corn",NA,NA,NA
"1663","Zea mays subsp. mays","Zea","mays","L.","subsp. mays","","sweet corn","Y","USA020","PI 233322",1184698,"",NA,311987,"909","19560514","","","","",NA,"",NA,400,"Selection from P-39.  (P39-10-1-1-1-1-1 according to J. T. Gerdes et. al., Compilation of North American Maize Breeding Germplasm)",40,NA,"S.D. No. 909",":909;:S.D. No. 909","USA005","10",NA,NA,"","DONATED  05/14/1956 Iowa, United States by USDA, ARS, NCRPIS. DEVELOPED PRE 05/14/1956 South Dakota, United States by South Dakota State University. DONATED PRE 05/14/1956 South Dakota, United States by","","PI233322","Accession was developed. PRE 14-May-1956. South Dakota, United States.South Dakota State University.","y no paper ","1956","909",1,1,NA,0.53,"Other","sweet corn",NA,NA,NA
"1664","Zea mays subsp. mays","Zea","mays","L.","subsp. mays","","sweet corn","N","USA020","PI 233323",1184699,"",NA,311987,"884","19560514","","","","",NA,"",NA,400,"Selection from USDA 1313.",40,NA,"S.D. No. 884",":884;:S.D. No. 884","","10",NA,NA,"","DONATED  05/14/1956 Iowa, United States by USDA, ARS, NCRPIS. DEVELOPED PRE 05/14/1956 South Dakota, United States by South Dakota State University. DONATED PRE 05/14/1956 South Dakota, United States by","","PI233323","","","na","884",1,1,NA,0.53,"Other","sweet corn",NA,NA,NA
"1665","Zea mays subsp. mays","Zea","mays","L.","subsp. mays","","sweet corn","Y","USA020","PI 236997",1186105,"Nebraska C",NA,311987,"Inbred 6-907","19570124","UKR","","4827--N","03459--E",NA,"19570124",NA,300,"",20,NA,"",":Inbred 6-907;:Nebraska C","","10",48.45,34.98333333,"","DONATED  01/24/1957 Iowa, United States by USDA, ARS, NCRPIS. COLLECTED PRE 01/24/1957 Dnipropetrovsk, Ukraine by. DONATED PRE 01/24/1957 Nebraska, United States by","","PI236997","","","","Inbred6-907",1,1,NA,0.54,"Other","unclassified",NA,NA,NA
"1666","Zea mays subsp. mays","Zea","mays","L.","subsp. mays","","sweet corn","N","USA020","PI 257506",1196837,"",NA,311987,"F2","19590511","","","","",NA,"",NA,300,"Open Pollinated Lacaune.",20,NA,"",":F2;:1723-1/01;:id=47749","USA005","10",NA,NA,"Yellow Flint Inbred. 8 Days earlier silking than PI 257513.","DONATED  05/11/1959 Puy-de-Dome, France by National Institute for Agriculture Research","","PI257506","","","","F2",1,1,NA,0.64,"France","unclassified",NA,NA,NA
"1667","Zea mays subsp. mays","Zea","mays","L.","subsp. mays","","sweet corn","Y","USA020","PI 257507",1196838,"",NA,311987,"F7","19590511","","","","",NA,"",NA,300,"Open Pollinated Lacaune.",20,NA,"",":F7;:3127-1/00;:id=25145","USA005","10",NA,NA,"Yellow Flint Inbred. 9 Days earlier silking than PI 257513.","DONATED  05/11/1959 Puy-de-Dome, France by National Institute for Agriculture Research","","PI257507","","","","F7",5,4,0.995,0.33,"France","unclassified",NA,NA,NA
"1668","Zea mays subsp. mays","Zea","mays","L.","subsp. mays","","sweet corn","Y","USA020","PI 257508",1196839,"",NA,311987,"F10","19590511","","","","",NA,"",NA,300,"Etiole de Normandie.",20,NA,"",":F10;:id=68006","","10",NA,NA,"Inbred. 5 Days earlier silking than PI 257513.","DONATED  05/11/1959 Puy-de-Dome, France by National Institute for Agriculture Research","","PI257508","","","","F10",1,1,NA,0.6,"France","unclassified",NA,NA,NA
"1669","Zea mays subsp. mays","Zea","mays","L.","subsp. mays","","sweet corn","N","USA020","PI 257511",1196842,"",NA,311987,"F49","19590511","","","","",NA,"",NA,300,"Blanc de Chalosse X American hybrid.",20,NA,"",":F49;:id=68058","","10",NA,NA,"White Flint Inbred. 3 Days earlier silking than PI 257513.","DONATED  05/11/1959 Puy-de-Dome, France by National Institute for Agriculture Research","","PI257511","","","","F49",1,1,NA,0.53,"France","unclassified",NA,NA,NA
"1670","Zea mays subsp. mays","Zea","mays","L.","subsp. mays","","sweet corn","N","USA020","PI 257512",1196843,"",NA,311987,"F52","19590511","","","","",NA,"",NA,300,"Grand Roux Basque.",20,NA,"",":F52;:id=68063","","10",NA,NA,"Yellow Flint Inbred. 3 Days earlier silking than PI 257513.","DONATED  05/11/1959 Puy-de-Dome, France by National Institute for Agriculture Research","","PI257512","","","","F52",1,1,NA,0.54,"France","unclassified",NA,NA,NA
"1671","Zea mays subsp. mays","Zea","mays","L.","subsp. mays","","sweet corn","Y","USA020","PI 257513",1196844,"",NA,311987,"F115","19590511","","","","",NA,"",NA,300,"Ia 153 (USA).",20,NA,"",":F115;:id=25144","USA005","10",NA,NA,"Inbred.","DONATED  05/11/1959 Puy-de-Dome, France by National Institute for Agriculture Research","","PI257513","","","","F115",1,1,NA,0.48,"France","unclassified",NA,NA,NA
"1672","Zea mays subsp. mays","Zea","mays","L.","subsp. mays","","sweet corn","Y","USA020","PI 257514",1196845,"",NA,311987,"FV181","19590511","","","","",NA,"",NA,300,"Netherlands.",20,NA,"",":FV181","","10",NA,NA,"Inbred. 1 Day earlier silking than PI 257513.","DONATED  05/11/1959 Puy-de-Dome, France by National Institute for Agriculture Research","","PI257514","","","","FV181",1,1,NA,0.51,"France","unclassified",NA,NA,NA
"1673","Zea mays subsp. mays","Zea","mays","L.","subsp. mays","","sweet corn","N","USA020","PI 257515",1196846,"",NA,311987,"F431","19590511","","","","",NA,"",NA,300,"Blanc de Chalosse X American hybrid.",20,NA,"",":F431;:id=68052","","10",NA,NA,"White Flint Inbred. 4 Days later silking than PI 257513.","DONATED  05/11/1959 Puy-de-Dome, France by National Institute for Agriculture Research","","PI257515","","","","F431",1,1,NA,0.67,"France","unclassified",NA,NA,NA
"1674","Zea mays subsp. mays","Zea","mays","L.","subsp. mays","","sweet corn","Y","USA020","PI 257516",1196847,"",NA,311987,"F39","19590511","","","","",NA,"",NA,300,"Grand Roux Basque.",20,NA,"",":F39","","10",NA,NA,"Inbred. 5 Days later silking than PI 257513.","DONATED  05/11/1959 Puy-de-Dome, France by National Institute for Agriculture Research","","PI257516","","","","F39",1,1,NA,0.5,"France","unclassified",NA,NA,NA
"1675","Zea mays subsp. mays","Zea","mays","L.","subsp. mays","","sweet corn","Y","USA020","PI 257517",1196848,"",NA,311987,"FC46","19590511","","","","",NA,"",NA,300,"Bresse.",20,NA,"",":FC46;:id=68093","USA005","10",NA,NA,"Inbred. 5 Days later silking than PI 257513.","DONATED  05/11/1959 Puy-de-Dome, France by National Institute for Agriculture Research","","PI257517","","","","FC46",1,1,NA,0.56,"France","unclassified",NA,NA,NA
"1676","Zea mays subsp. mays","Zea","mays","L.","subsp. mays","","sweet corn","N","USA020","PI 267164",1201224,"",NA,311987,"CR 2 INBRED","19600628","SUN","","","",NA,"",NA,300,"",20,NA,"",":CR 2 INBRED","USA005","10",NA,NA,"","COLLECTED   Former Soviet Union by. DONATED  06/28/1960 Russian Federation by Department of Agriculture","","PI267164","","","","CR2INBRED",1,1,NA,0.72,"Other","unclassified",NA,NA,NA
"1677","Zea mays subsp. mays","Zea","mays","L.","subsp. mays","","sweet corn","N","USA020","PI 267165",1201225,"",NA,311987,"CR 22 INBRED","19600628","SUN","","","",NA,"",NA,300,"",20,NA,"",":CR 22 INBRED","","10",NA,NA,"","COLLECTED   Former Soviet Union by. DONATED  06/28/1960 Russian Federation by Department of Agriculture","","PI267165","","","","CR22INBRED",1,1,NA,0.55,"Other","unclassified",NA,NA,NA
"1678","Zea mays subsp. mays","Zea","mays","L.","subsp. mays","","sweet corn","Y","USA020","PI 267166",1201226,"",NA,311987,"2 KM 368 INBRED","19600628","SUN","","","",NA,"",NA,300,"",20,NA,"",":2 KM 368 INBRED","USA005","10",NA,NA,"","COLLECTED   Former Soviet Union by. DONATED  06/28/1960 Russian Federation by Department of Agriculture","","PI267166","Accession was donated. 28-Jun-1960. Russian Federation. Department of Agriculture.","n","1960","2KM368INBRED",1,1,NA,0.59,"Other","unclassified",NA,NA,NA
"1679","Zea mays subsp. mays","Zea","mays","L.","subsp. mays","","sweet corn","Y","USA020","PI 267167",1201227,"",NA,311987,"T8144 INBRED","19600628","SUN","","","",NA,"",NA,300,"",20,NA,"",":T8144 INBRED","USA005","10",NA,NA,"","COLLECTED   Former Soviet Union by. DONATED  06/28/1960 Russian Federation by Department of Agriculture","","PI267167","","","","T8144INBRED",1,1,NA,0.61,"Other","unclassified",NA,NA,NA
"1680","Zea mays subsp. mays","Zea","mays","L.","subsp. mays","","sweet corn","Y","USA020","PI 267168",1201228,"",NA,311987,"T8146 INBRED","19600628","SUN","","","",NA,"",NA,300,"",20,NA,"",":T8146 INBRED","USA005","10",NA,NA,"","COLLECTED   Former Soviet Union by. DONATED  06/28/1960 Russian Federation by Department of Agriculture","","PI267168","","","","T8146INBRED",1,1,NA,0.58,"Other","unclassified",NA,NA,NA
"1681","Zea mays subsp. mays","Zea","mays","L.","subsp. mays","","sweet corn","Y","USA020","PI 267169",1201229,"",NA,311987,"T8302 INBRED","19600628","SUN","","","",NA,"",NA,300,"",20,NA,"",":T8302 INBRED","USA005","10",NA,NA,"","COLLECTED   Former Soviet Union by. DONATED  06/28/1960 Russian Federation by Department of Agriculture","","PI267169","","","","T8302INBRED",1,1,NA,0.54,"Other","unclassified",NA,NA,NA
"1682","Zea mays subsp. mays","Zea","mays","L.","subsp. mays","","sweet corn","Y","USA020","PI 267170",1201230,"",NA,311987,"T8354 INBRED","19600628","SUN","","","",NA,"",NA,300,"",20,NA,"",":T8354 INBRED","USA005","10",NA,NA,"","COLLECTED   Former Soviet Union by. DONATED  06/28/1960 Russian Federation by Department of Agriculture","","PI267170","","","","T8354INBRED",1,1,NA,0.61,"Other","unclassified",NA,NA,NA
"1683","Zea mays subsp. mays","Zea","mays","L.","subsp. mays","","sweet corn","Y","USA020","PI 267171",1201231,"",NA,311987,"T8445 INBRED","19600628","SUN","","","",NA,"",NA,300,"",20,NA,"",":T8445 INBRED","","10",NA,NA,"","COLLECTED   Former Soviet Union by. DONATED  06/28/1960 Russian Federation by Department of Agriculture","","PI267171","","","","T8445INBRED",1,1,NA,0.58,"Other","unclassified",NA,NA,NA
"1684","Zea mays subsp. mays","Zea","mays","L.","subsp. mays","","sweet corn","Y","USA020","PI 270297",1203367,"",NA,311987,"B96","19581030","ARG","","","",NA,"1942----",NA,400,"41:2504B Amargo Inbred Line",40,NA,"",":B96;:41:2504B;USA126:Ames 47;:A-47;:F1415-2;:F1416-3;:F1416-4;:id=51046","USA005","10",NA,NA,"Maturity classification is late AES800. Resistant to first generation European corn borers. Resistant to two-spotted spider mites. Resistant to a complex of 3 species of thrips. In a breeding program to improve pest resistance use only as a donor parent as several undesirable agronomic characteristics are present (poor roots, poor pollen shed, small ears, and small kernels) and is difficult to maintain.","DEVELOPED   Argentina by Andre, J.. COLLECTED  1942 Argentina by Hayes, H., University of the Philippines. DONATED  10/30/1958 Iowa, United States by Guthrie, W., USDA, ARS; Iowa Agric. and Home Econ. Exp. Station","","PI270297","","","","B96",1,1,NA,0.59,"Argentina","unclassified",NA,NA,NA
"1685","Zea mays subsp. mays","Zea","mays","L.","subsp. mays","","sweet corn","Y","USA020","PI 303924",1228198,"",NA,311987,"NO. 380","19620315","SUN","","","",NA,"",NA,300,"Developed from Dnepropetrovskaya an open-pollinated variety.",20,NA,"",":NO. 380;USA126:Ames 481","USA005","10",NA,NA,"","COLLECTED   Former Soviet Union by. DONATED  03/15/1962 Wisconsin, United States by Neal, N., Department of Agronomy","","PI303924","Accession was donated. 15-Mar-1962. Wisconsin, United States. Neal, N., Department of Agronomy.","n","1962","NO.380",1,1,NA,0.61,"Other","unclassified",NA,NA,NA
"1686","Zea mays subsp. mays","Zea","mays","L.","subsp. mays","","sweet corn","Y","USA020","PI 303925",1228199,"",NA,311987,"NO. 1004 INBRED","19620315","ESP","","","",NA,"",NA,300,"",20,NA,"",":NO. 1004 INBRED;USA126:Ames 482","USA005","10",NA,NA,"","COLLECTED   Spain by. DONATED  03/15/1962 Wisconsin, United States by Neal, N., Department of Agronomy","","PI303925","Accession was donated. 15-Mar-1962. Wisconsin, United States. Neal, N., Department of Agronomy.","n","1962","NO.1004INBRED",1,1,NA,0.51,"Spain","unclassified",NA,NA,NA
"1687","Zea mays subsp. mays","Zea","mays","L.","subsp. mays","","sweet corn","Y","USA020","PI 303926",1228200,"",NA,311987,"NO. 1019 INBRED","19620314","ESP","","","",NA,"",NA,300,"",20,NA,"",":NO. 1019 INBRED;USA126:Ames 483","USA005","10",NA,NA,"","COLLECTED   Spain by. DONATED  03/14/1962 Wisconsin, United States by Neal, N., Department of Agronomy","","PI303926","Accession was donated. 15-Mar-1962. Wisconsin, United States. Neal, N., Department of Agronomy.","n","1962","NO.1019INBRED",1,1,NA,0.66,"Spain","unclassified",NA,NA,NA
"1688","Zea mays subsp. mays","Zea","mays","L.","subsp. mays","","sweet corn","N","USA020","PI 303927",1228201,"",NA,311987,"NO. 1026 INBRED","19620315","ESP","","","",NA,"",NA,300,"",20,NA,"",":NO. 1026 INBRED;USA126:Ames 484","USA005","10",NA,NA,"","COLLECTED   Spain by. DONATED  03/15/1962 Wisconsin, United States by Neal, N., Department of Agronomy","","PI303927","","","na","NO.1026INBRED",1,1,NA,0.75,"Spain","unclassified",NA,NA,NA
